Mike	22:25 3/6/2004	130
Jim	22:25 3/6/2004	113
Tom	22:25 3/6/2004	105
Lana	22:25 3/6/2004	130
TomH	22:25 3/6/2004	125
Mike	22:26 3/6/2004	153
TomH	22:26 3/6/2004	174
Tom	6:41 1/4/2022	131
Jim	6:41 1/4/2022	167
TomH	6:41 1/4/2022	139
Jim	6:41 1/4/2022	124
Tom	6:41 1/4/2022	130
TomH	6:41 1/4/2022	138
Jim	6:41 1/4/2022	112
TomH	6:41 1/4/2022	116
sid	6:42 1/4/2022	143
